***********************************
* dE/dx data from Fluka 2011.2b-3
* for PROTON (Z=1), 4-HELIUM (Z=2)
* and HEAVYION (Z>=3)
* for ALUMINUMOXIDE (ICRU #106)
* given in keV/µm!
*
* SG, 2015-01-15
***********************************
Z E.MeV.u dE.dx.keV.um
6 8.02E+00 5.88E+02
6 8.35E+00 5.71E+02
6 8.70E+00 5.54E+02
6 9.07E+00 5.37E+02
6 9.44E+00 5.21E+02
6 9.83E+00 5.05E+02
6 1.02E+01 4.89E+02
6 1.07E+01 4.75E+02
6 1.11E+01 4.60E+02
6 1.16E+01 4.46E+02
6 1.21E+01 4.32E+02
6 1.26E+01 4.19E+02
6 1.31E+01 4.06E+02
6 1.36E+01 3.93E+02
6 1.42E+01 3.81E+02
6 1.48E+01 3.69E+02
6 1.54E+01 3.58E+02
6 1.60E+01 3.46E+02
6 1.67E+01 3.36E+02
6 1.74E+01 3.25E+02
6 1.81E+01 3.15E+02
6 1.89E+01 3.05E+02
6 1.97E+01 2.95E+02
6 2.05E+01 2.86E+02
6 2.13E+01 2.77E+02
6 2.22E+01 2.68E+02
6 2.31E+01 2.60E+02
6 2.41E+01 2.52E+02
6 2.51E+01 2.44E+02
6 2.61E+01 2.36E+02
6 2.72E+01 2.29E+02
6 2.83E+01 2.22E+02
6 2.95E+01 2.15E+02
6 3.07E+01 2.08E+02
6 3.20E+01 2.02E+02
6 3.33E+01 1.95E+02
6 3.47E+01 1.89E+02
6 3.61E+01 1.83E+02
6 3.76E+01 1.78E+02
6 3.91E+01 1.72E+02
6 4.07E+01 1.67E+02
6 4.24E+01 1.62E+02
6 4.41E+01 1.57E+02
6 4.59E+01 1.52E+02
6 4.78E+01 1.47E+02
6 4.98E+01 1.42E+02
6 5.18E+01 1.37E+02
6 5.39E+01 1.32E+02
6 5.61E+01 1.28E+02
6 5.84E+01 1.24E+02
6 6.08E+01 1.20E+02
6 6.32E+01 1.16E+02
6 6.58E+01 1.12E+02
6 6.85E+01 1.09E+02
6 7.12E+01 1.05E+02
6 7.41E+01 1.02E+02
6 7.71E+01 9.84E+01
6 8.02E+01 9.53E+01
6 8.34E+01 9.23E+01
6 8.68E+01 8.94E+01
6 9.03E+01 8.66E+01
6 9.38E+01 8.39E+01
6 9.76E+01 8.12E+01
6 1.02E+02 7.87E+01
6 1.06E+02 7.63E+01
6 1.10E+02 7.40E+01
6 1.14E+02 7.17E+01
6 1.19E+02 6.96E+01
6 1.23E+02 6.75E+01
6 1.28E+02 6.55E+01
6 1.33E+02 6.36E+01
6 1.38E+02 6.17E+01
6 1.44E+02 6.00E+01
6 1.49E+02 5.82E+01
6 1.55E+02 5.66E+01
6 1.61E+02 5.50E+01
6 1.68E+02 5.35E+01
6 1.74E+02 5.21E+01
6 1.81E+02 5.07E+01
6 1.88E+02 4.93E+01
6 1.95E+02 4.80E+01
6 2.02E+02 4.68E+01
6 2.10E+02 4.56E+01
6 2.18E+02 4.44E+01
6 2.26E+02 4.33E+01
6 2.35E+02 4.23E+01
6 2.43E+02 4.12E+01
6 2.53E+02 4.03E+01
6 2.62E+02 3.93E+01
6 2.72E+02 3.84E+01
6 2.82E+02 3.75E+01
6 2.92E+02 3.67E+01
6 3.03E+02 3.59E+01
6 3.14E+02 3.51E+01
6 3.25E+02 3.44E+01
6 3.37E+02 3.37E+01
6 3.50E+02 3.30E+01
6 3.62E+02 3.23E+01
6 3.75E+02 3.17E+01
6 3.88E+02 3.11E+01
6 4.02E+02 3.05E+01
6 4.17E+02 3.00E+01
6 4.31E+02 2.94E+01
6 4.46E+02 2.89E+01
6 4.62E+02 2.84E+01
6 4.78E+02 2.80E+01
6 4.95E+02 2.75E+01
6 5.12E+02 2.71E+01
6 5.29E+02 2.66E+01
6 5.47E+02 2.62E+01
6 5.66E+02 2.58E+01
6 5.85E+02 2.55E+01
6 6.05E+02 2.51E+01
6 6.25E+02 2.48E+01
6 6.46E+02 2.44E+01
6 6.67E+02 2.41E+01
6 6.89E+02 2.38E+01
6 7.11E+02 2.35E+01
6 7.35E+02 2.33E+01
6 7.59E+02 2.30E+01
6 7.83E+02 2.27E+01
6 8.08E+02 2.25E+01
6 8.34E+02 2.22E+01
6 8.61E+02 2.20E+01
6 8.88E+02 2.18E+01
6 9.16E+02 2.16E+01
6 9.44E+02 2.14E+01
6 9.73E+02 2.12E+01
6 1.00E+03 2.10E+01
6 1.04E+03 2.09E+01
6 1.07E+03 2.07E+01
6 1.10E+03 2.05E+01
6 1.13E+03 2.04E+01
6 1.17E+03 2.02E+01
6 1.20E+03 2.01E+01
6 1.24E+03 2.00E+01
6 1.27E+03 1.98E+01
6 1.31E+03 1.97E+01
6 1.35E+03 1.96E+01
6 1.39E+03 1.95E+01
6 1.43E+03 1.94E+01
6 1.47E+03 1.93E+01
6 1.51E+03 1.92E+01
6 1.56E+03 1.91E+01
6 1.60E+03 1.90E+01
6 1.65E+03 1.89E+01
6 1.69E+03 1.89E+01
6 1.74E+03 1.88E+01
6 1.79E+03 1.87E+01
6 1.84E+03 1.87E+01
6 1.89E+03 1.86E+01
6 1.94E+03 1.85E+01
6 2.00E+03 1.85E+01
6 2.05E+03 1.84E+01
6 2.11E+03 1.84E+01
6 2.17E+03 1.83E+01
6 2.22E+03 1.83E+01
6 2.28E+03 1.82E+01
6 2.34E+03 1.82E+01
6 2.41E+03 1.81E+01
6 2.47E+03 1.81E+01
6 2.54E+03 1.81E+01
6 2.60E+03 1.80E+01
6 2.67E+03 1.80E+01
6 2.74E+03 1.80E+01
6 2.81E+03 1.80E+01
6 2.89E+03 1.79E+01
6 2.96E+03 1.79E+01
6 3.04E+03 1.79E+01
6 3.11E+03 1.79E+01
6 3.19E+03 1.79E+01
6 3.27E+03 1.78E+01
6 3.36E+03 1.78E+01
6 3.44E+03 1.78E+01
6 3.53E+03 1.78E+01
6 3.62E+03 1.78E+01
6 3.71E+03 1.78E+01
6 3.80E+03 1.78E+01
5 1.23E-02 4.85E+02
5 1.28E-02 4.98E+02
5 1.33E-02 5.11E+02
5 1.39E-02 5.24E+02
5 1.45E-02 5.38E+02
5 1.51E-02 5.51E+02
5 1.57E-02 5.66E+02
5 1.63E-02 5.80E+02
5 1.70E-02 5.95E+02
5 1.77E-02 6.10E+02
5 1.85E-02 6.26E+02
5 1.93E-02 6.42E+02
5 2.01E-02 6.58E+02
5 2.09E-02 6.75E+02
5 2.18E-02 6.92E+02
5 2.27E-02 7.09E+02
5 2.37E-02 7.27E+02
5 2.46E-02 7.45E+02
5 2.57E-02 7.63E+02
5 2.68E-02 7.82E+02
5 2.79E-02 8.01E+02
5 2.90E-02 8.20E+02
5 3.03E-02 8.40E+02
5 3.15E-02 8.60E+02
5 3.28E-02 8.80E+02
5 3.42E-02 9.01E+02
5 3.57E-02 9.22E+02
5 3.72E-02 9.43E+02
5 3.87E-02 9.65E+02
5 4.03E-02 9.87E+02
5 4.20E-02 1.01E+03
5 4.38E-02 1.03E+03
5 4.56E-02 1.05E+03
5 4.75E-02 1.08E+03
5 4.95E-02 1.10E+03
5 5.16E-02 1.12E+03
5 5.38E-02 1.15E+03
5 5.60E-02 1.17E+03
5 5.84E-02 1.20E+03
5 6.08E-02 1.22E+03
5 6.34E-02 1.25E+03
5 6.60E-02 1.27E+03
5 6.88E-02 1.29E+03
5 7.17E-02 1.32E+03
5 7.47E-02 1.34E+03
5 7.78E-02 1.37E+03
5 8.11E-02 1.39E+03
5 8.45E-02 1.42E+03
5 8.80E-02 1.44E+03
5 9.17E-02 1.47E+03
5 9.55E-02 1.49E+03
5 9.95E-02 1.52E+03
5 1.04E-01 1.54E+03
5 1.08E-01 1.56E+03
5 1.13E-01 1.59E+03
5 1.17E-01 1.61E+03
5 1.22E-01 1.63E+03
5 1.27E-01 1.65E+03
5 1.33E-01 1.67E+03
5 1.38E-01 1.69E+03
5 1.44E-01 1.71E+03
5 1.50E-01 1.73E+03
5 1.56E-01 1.74E+03
5 1.63E-01 1.76E+03
5 1.70E-01 1.77E+03
5 1.77E-01 1.79E+03
5 1.84E-01 1.80E+03
5 1.92E-01 1.81E+03
5 2.00E-01 1.82E+03
5 2.08E-01 1.82E+03
5 2.17E-01 1.83E+03
5 2.26E-01 1.83E+03
5 2.36E-01 1.84E+03
5 2.46E-01 1.84E+03
5 2.56E-01 1.84E+03
5 2.67E-01 1.84E+03
5 2.78E-01 1.83E+03
5 2.90E-01 1.83E+03
5 3.02E-01 1.82E+03
5 3.14E-01 1.81E+03
5 3.27E-01 1.81E+03
5 3.41E-01 1.80E+03
5 3.55E-01 1.79E+03
5 3.70E-01 1.78E+03
5 3.86E-01 1.76E+03
5 4.02E-01 1.75E+03
5 4.19E-01 1.74E+03
5 4.36E-01 1.73E+03
5 4.55E-01 1.71E+03
5 4.74E-01 1.70E+03
5 4.94E-01 1.69E+03
5 5.14E-01 1.67E+03
5 5.36E-01 1.66E+03
5 5.58E-01 1.64E+03
5 5.82E-01 1.63E+03
5 6.06E-01 1.61E+03
5 6.32E-01 1.60E+03
5 6.58E-01 1.58E+03
5 6.86E-01 1.56E+03
5 7.14E-01 1.55E+03
5 7.44E-01 1.53E+03
5 7.75E-01 1.51E+03
5 8.08E-01 1.50E+03
5 8.42E-01 1.48E+03
5 8.77E-01 1.46E+03
5 9.14E-01 1.44E+03
5 9.52E-01 1.42E+03
5 9.92E-01 1.40E+03
5 1.03E+00 1.38E+03
5 1.08E+00 1.36E+03
5 1.12E+00 1.34E+03
5 1.17E+00 1.32E+03
5 1.22E+00 1.30E+03
5 1.27E+00 1.28E+03
5 1.32E+00 1.26E+03
5 1.38E+00 1.23E+03
5 1.44E+00 1.21E+03
5 1.50E+00 1.19E+03
5 1.56E+00 1.17E+03
5 1.62E+00 1.15E+03
5 1.69E+00 1.13E+03
5 1.76E+00 1.10E+03
5 1.84E+00 1.08E+03
5 1.91E+00 1.06E+03
5 1.99E+00 1.04E+03
5 2.08E+00 1.02E+03
5 2.16E+00 9.94E+02
5 2.25E+00 9.73E+02
5 2.35E+00 9.51E+02
5 2.45E+00 9.27E+02
5 2.55E+00 9.01E+02
5 2.66E+00 8.78E+02
5 2.77E+00 8.58E+02
5 2.88E+00 8.37E+02
5 3.00E+00 8.17E+02
5 3.13E+00 7.97E+02
5 3.26E+00 7.77E+02
5 3.40E+00 7.58E+02
5 3.54E+00 7.38E+02
5 3.69E+00 7.19E+02
5 3.84E+00 7.00E+02
5 4.00E+00 6.81E+02
5 4.17E+00 6.62E+02
5 4.34E+00 6.44E+02
5 4.52E+00 6.26E+02
5 4.71E+00 6.08E+02
5 4.91E+00 5.91E+02
5 5.12E+00 5.74E+02
5 5.33E+00 5.57E+02
5 5.55E+00 5.41E+02
5 5.78E+00 5.26E+02
5 6.03E+00 5.10E+02
5 6.28E+00 4.95E+02
5 6.54E+00 4.81E+02
5 6.81E+00 4.66E+02
5 7.10E+00 4.52E+02
5 7.39E+00 4.39E+02
5 7.70E+00 4.26E+02
5 8.02E+00 4.13E+02
5 8.36E+00 4.00E+02
5 8.71E+00 3.88E+02
5 9.07E+00 3.76E+02
5 9.45E+00 3.65E+02
5 9.84E+00 3.53E+02
5 1.03E+01 3.42E+02
5 1.07E+01 3.32E+02
5 1.11E+01 3.21E+02
5 1.16E+01 3.11E+02
5 1.21E+01 3.02E+02
5 1.26E+01 2.92E+02
5 1.31E+01 2.83E+02
5 1.36E+01 2.74E+02
5 1.42E+01 2.66E+02
5 1.48E+01 2.57E+02
5 1.54E+01 2.49E+02
5 1.61E+01 2.41E+02
5 1.67E+01 2.34E+02
5 1.74E+01 2.26E+02
5 1.81E+01 2.19E+02
5 1.89E+01 2.12E+02
5 1.97E+01 2.06E+02
5 2.05E+01 1.99E+02
5 2.13E+01 1.93E+02
5 2.22E+01 1.87E+02
5 2.32E+01 1.81E+02
5 2.41E+01 1.75E+02
5 2.51E+01 1.70E+02
5 2.61E+01 1.64E+02
5 2.72E+01 1.59E+02
5 2.84E+01 1.54E+02
5 2.95E+01 1.49E+02
5 3.07E+01 1.45E+02
5 3.20E+01 1.40E+02
5 3.33E+01 1.36E+02
5 3.47E+01 1.32E+02
5 3.61E+01 1.28E+02
5 3.76E+01 1.24E+02
5 3.92E+01 1.20E+02
5 4.08E+01 1.16E+02
5 4.24E+01 1.12E+02
5 4.42E+01 1.09E+02
5 4.60E+01 1.05E+02
5 4.79E+01 1.02E+02
5 4.98E+01 9.84E+01
5 5.18E+01 9.52E+01
5 5.40E+01 9.20E+01
5 5.62E+01 8.90E+01
5 5.84E+01 8.60E+01
5 6.08E+01 8.32E+01
5 6.33E+01 8.05E+01
5 6.58E+01 7.79E+01
5 6.85E+01 7.54E+01
5 7.13E+01 7.29E+01
5 7.42E+01 7.06E+01
5 7.72E+01 6.84E+01
5 8.03E+01 6.62E+01
5 8.35E+01 6.41E+01
5 8.68E+01 6.21E+01
5 9.03E+01 6.01E+01
5 9.39E+01 5.82E+01
5 9.77E+01 5.64E+01
5 1.02E+02 5.47E+01
5 1.06E+02 5.30E+01
5 1.10E+02 5.14E+01
5 1.14E+02 4.98E+01
5 1.19E+02 4.83E+01
5 1.23E+02 4.69E+01
5 1.28E+02 4.55E+01
5 1.33E+02 4.41E+01
5 1.39E+02 4.29E+01
5 1.44E+02 4.16E+01
5 1.50E+02 4.04E+01
5 1.55E+02 3.93E+01
5 1.61E+02 3.82E+01
5 1.68E+02 3.72E+01
5 1.74E+02 3.61E+01
5 1.81E+02 3.52E+01
5 1.88E+02 3.42E+01
5 1.95E+02 3.33E+01
5 2.02E+02 3.25E+01
5 2.10E+02 3.16E+01
5 2.18E+02 3.08E+01
5 2.26E+02 3.01E+01
5 2.35E+02 2.93E+01
5 2.44E+02 2.86E+01
5 2.53E+02 2.79E+01
5 2.62E+02 2.73E+01
5 2.72E+02 2.67E+01
5 2.82E+02 2.61E+01
5 2.92E+02 2.55E+01
5 3.03E+02 2.49E+01
5 3.14E+02 2.44E+01
5 3.26E+02 2.39E+01
5 3.38E+02 2.34E+01
5 3.50E+02 2.29E+01
5 3.62E+02 2.24E+01
5 3.75E+02 2.20E+01
5 3.89E+02 2.16E+01
5 4.03E+02 2.12E+01
5 4.17E+02 2.08E+01
5 4.31E+02 2.04E+01
5 4.47E+02 2.01E+01
5 4.62E+02 1.97E+01
5 4.78E+02 1.94E+01
5 4.95E+02 1.91E+01
5 5.12E+02 1.88E+01
5 5.29E+02 1.85E+01
5 5.48E+02 1.82E+01
5 5.66E+02 1.79E+01
5 5.85E+02 1.77E+01
5 6.05E+02 1.74E+01
5 6.25E+02 1.72E+01
5 6.46E+02 1.70E+01
5 6.67E+02 1.67E+01
5 6.89E+02 1.65E+01
5 7.12E+02 1.63E+01
5 7.35E+02 1.61E+01
5 7.59E+02 1.59E+01
5 7.83E+02 1.58E+01
5 8.09E+02 1.56E+01
5 8.34E+02 1.54E+01
5 8.61E+02 1.53E+01
5 8.88E+02 1.51E+01
5 9.16E+02 1.50E+01
5 9.45E+02 1.48E+01
5 9.74E+02 1.47E+01
5 1.00E+03 1.46E+01
5 1.04E+03 1.45E+01
5 1.07E+03 1.44E+01
5 1.10E+03 1.42E+01
5 1.13E+03 1.41E+01
5 1.17E+03 1.40E+01
5 1.20E+03 1.39E+01
5 1.24E+03 1.39E+01
5 1.28E+03 1.38E+01
5 1.31E+03 1.37E+01
5 1.35E+03 1.36E+01
5 1.39E+03 1.35E+01
5 1.43E+03 1.35E+01
5 1.47E+03 1.34E+01
5 1.52E+03 1.33E+01
5 1.56E+03 1.33E+01
5 1.60E+03 1.32E+01
5 1.65E+03 1.31E+01
5 1.70E+03 1.31E+01
5 1.74E+03 1.30E+01
5 1.79E+03 1.30E+01
5 1.84E+03 1.29E+01
5 1.89E+03 1.29E+01
5 1.95E+03 1.29E+01
5 2.00E+03 1.28E+01
5 2.05E+03 1.28E+01
5 2.11E+03 1.27E+01
5 2.17E+03 1.27E+01
5 2.23E+03 1.27E+01
5 2.29E+03 1.26E+01
5 2.35E+03 1.26E+01
5 2.41E+03 1.26E+01
5 2.47E+03 1.26E+01
5 2.54E+03 1.25E+01
5 2.61E+03 1.25E+01
5 2.67E+03 1.25E+01
5 2.74E+03 1.25E+01
5 2.81E+03 1.25E+01
5 2.89E+03 1.24E+01
5 2.96E+03 1.24E+01
5 3.04E+03 1.24E+01
5 3.12E+03 1.24E+01
5 3.20E+03 1.24E+01
5 3.28E+03 1.24E+01
5 3.36E+03 1.24E+01
5 3.45E+03 1.23E+01
5 3.53E+03 1.23E+01
5 3.62E+03 1.23E+01
5 3.71E+03 1.23E+01
5 3.80E+03 1.23E+01
4 1.23E-02 4.05E+02
4 1.28E-02 4.15E+02
4 1.33E-02 4.25E+02
4 1.39E-02 4.36E+02
4 1.44E-02 4.47E+02
4 1.50E-02 4.58E+02
4 1.57E-02 4.69E+02
4 1.63E-02 4.81E+02
4 1.70E-02 4.93E+02
4 1.77E-02 5.05E+02
4 1.85E-02 5.18E+02
4 1.92E-02 5.30E+02
4 2.00E-02 5.43E+02
4 2.09E-02 5.57E+02
4 2.18E-02 5.70E+02
4 2.27E-02 5.84E+02
4 2.36E-02 5.98E+02
4 2.46E-02 6.12E+02
4 2.56E-02 6.26E+02
4 2.67E-02 6.41E+02
4 2.78E-02 6.56E+02
4 2.90E-02 6.71E+02
4 3.02E-02 6.86E+02
4 3.15E-02 7.02E+02
4 3.28E-02 7.17E+02
4 3.41E-02 7.33E+02
4 3.56E-02 7.49E+02
4 3.71E-02 7.66E+02
4 3.86E-02 7.82E+02
4 4.02E-02 7.99E+02
4 4.19E-02 8.16E+02
4 4.37E-02 8.33E+02
4 4.55E-02 8.50E+02
4 4.74E-02 8.68E+02
4 4.94E-02 8.85E+02
4 5.15E-02 9.03E+02
4 5.36E-02 9.21E+02
4 5.58E-02 9.39E+02
4 5.82E-02 9.57E+02
4 6.06E-02 9.75E+02
4 6.32E-02 9.93E+02
4 6.58E-02 1.01E+03
4 6.86E-02 1.03E+03
4 7.14E-02 1.05E+03
4 7.44E-02 1.07E+03
4 7.75E-02 1.09E+03
4 8.08E-02 1.10E+03
4 8.41E-02 1.12E+03
4 8.77E-02 1.14E+03
4 9.13E-02 1.16E+03
4 9.52E-02 1.17E+03
4 9.91E-02 1.19E+03
4 1.03E-01 1.21E+03
4 1.08E-01 1.23E+03
4 1.12E-01 1.24E+03
4 1.17E-01 1.26E+03
4 1.22E-01 1.27E+03
4 1.27E-01 1.29E+03
4 1.32E-01 1.30E+03
4 1.38E-01 1.31E+03
4 1.43E-01 1.32E+03
4 1.49E-01 1.34E+03
4 1.56E-01 1.35E+03
4 1.62E-01 1.36E+03
4 1.69E-01 1.36E+03
4 1.76E-01 1.37E+03
4 1.83E-01 1.38E+03
4 1.91E-01 1.38E+03
4 1.99E-01 1.39E+03
4 2.07E-01 1.39E+03
4 2.16E-01 1.39E+03
4 2.25E-01 1.39E+03
4 2.35E-01 1.39E+03
4 2.44E-01 1.39E+03
4 2.55E-01 1.39E+03
4 2.65E-01 1.39E+03
4 2.76E-01 1.38E+03
4 2.88E-01 1.37E+03
4 3.00E-01 1.37E+03
4 3.12E-01 1.36E+03
4 3.26E-01 1.35E+03
4 3.39E-01 1.34E+03
4 3.53E-01 1.33E+03
4 3.68E-01 1.32E+03
4 3.84E-01 1.31E+03
4 4.00E-01 1.29E+03
4 4.16E-01 1.28E+03
4 4.34E-01 1.27E+03
4 4.52E-01 1.26E+03
4 4.71E-01 1.24E+03
4 4.90E-01 1.23E+03
4 5.11E-01 1.22E+03
4 5.32E-01 1.20E+03
4 5.55E-01 1.19E+03
4 5.78E-01 1.18E+03
4 6.02E-01 1.16E+03
4 6.27E-01 1.15E+03
4 6.53E-01 1.13E+03
4 6.81E-01 1.12E+03
4 7.09E-01 1.10E+03
4 7.39E-01 1.09E+03
4 7.70E-01 1.07E+03
4 8.02E-01 1.06E+03
4 8.36E-01 1.04E+03
4 8.71E-01 1.03E+03
4 9.07E-01 1.01E+03
4 9.45E-01 9.93E+02
4 9.84E-01 9.76E+02
4 1.03E+00 9.60E+02
4 1.07E+00 9.43E+02
4 1.11E+00 9.27E+02
4 1.16E+00 9.10E+02
4 1.21E+00 8.94E+02
4 1.26E+00 8.77E+02
4 1.31E+00 8.60E+02
4 1.37E+00 8.42E+02
4 1.42E+00 8.26E+02
4 1.48E+00 8.09E+02
4 1.55E+00 7.93E+02
4 1.61E+00 7.77E+02
4 1.68E+00 7.60E+02
4 1.75E+00 7.44E+02
4 1.82E+00 7.28E+02
4 1.90E+00 7.11E+02
4 1.98E+00 6.93E+02
4 2.06E+00 6.75E+02
4 2.14E+00 6.58E+02
4 2.23E+00 6.43E+02
4 2.33E+00 6.28E+02
4 2.42E+00 6.13E+02
4 2.53E+00 5.96E+02
4 2.63E+00 5.82E+02
4 2.74E+00 5.68E+02
4 2.86E+00 5.54E+02
4 2.98E+00 5.40E+02
4 3.10E+00 5.26E+02
4 3.23E+00 5.12E+02
4 3.36E+00 4.98E+02
4 3.50E+00 4.85E+02
4 3.65E+00 4.72E+02
4 3.80E+00 4.59E+02
4 3.96E+00 4.46E+02
4 4.13E+00 4.34E+02
4 4.30E+00 4.21E+02
4 4.48E+00 4.09E+02
4 4.67E+00 3.98E+02
4 4.86E+00 3.86E+02
4 5.06E+00 3.75E+02
4 5.28E+00 3.64E+02
4 5.50E+00 3.53E+02
4 5.72E+00 3.43E+02
4 5.96E+00 3.32E+02
4 6.21E+00 3.22E+02
4 6.47E+00 3.13E+02
4 6.74E+00 3.03E+02
4 7.02E+00 2.94E+02
4 7.32E+00 2.85E+02
4 7.62E+00 2.77E+02
4 7.94E+00 2.68E+02
4 8.27E+00 2.60E+02
4 8.61E+00 2.52E+02
4 8.97E+00 2.44E+02
4 9.34E+00 2.36E+02
4 9.73E+00 2.29E+02
4 1.01E+01 2.22E+02
4 1.06E+01 2.15E+02
4 1.10E+01 2.08E+02
4 1.15E+01 2.02E+02
4 1.19E+01 1.95E+02
4 1.24E+01 1.89E+02
4 1.30E+01 1.83E+02
4 1.35E+01 1.78E+02
4 1.41E+01 1.72E+02
4 1.46E+01 1.67E+02
4 1.52E+01 1.61E+02
4 1.59E+01 1.56E+02
4 1.65E+01 1.51E+02
4 1.72E+01 1.47E+02
4 1.79E+01 1.42E+02
4 1.87E+01 1.37E+02
4 1.94E+01 1.33E+02
4 2.03E+01 1.29E+02
4 2.11E+01 1.25E+02
4 2.20E+01 1.21E+02
4 2.29E+01 1.17E+02
4 2.38E+01 1.13E+02
4 2.48E+01 1.10E+02
4 2.58E+01 1.06E+02
4 2.69E+01 1.03E+02
4 2.80E+01 9.97E+01
4 2.92E+01 9.66E+01
4 3.04E+01 9.35E+01
4 3.16E+01 9.06E+01
4 3.29E+01 8.78E+01
4 3.43E+01 8.50E+01
4 3.57E+01 8.24E+01
4 3.71E+01 7.98E+01
4 3.86E+01 7.74E+01
4 4.02E+01 7.50E+01
4 4.19E+01 7.27E+01
4 4.36E+01 7.04E+01
4 4.54E+01 6.82E+01
4 4.72E+01 6.59E+01
4 4.91E+01 6.37E+01
4 5.12E+01 6.16E+01
4 5.32E+01 5.95E+01
4 5.54E+01 5.76E+01
4 5.77E+01 5.57E+01
4 6.00E+01 5.38E+01
4 6.24E+01 5.21E+01
4 6.49E+01 5.04E+01
4 6.76E+01 4.88E+01
4 7.03E+01 4.72E+01
4 7.31E+01 4.57E+01
4 7.61E+01 4.42E+01
4 7.91E+01 4.28E+01
4 8.23E+01 4.15E+01
4 8.56E+01 4.02E+01
4 8.90E+01 3.89E+01
4 9.26E+01 3.77E+01
4 9.63E+01 3.65E+01
4 1.00E+02 3.54E+01
4 1.04E+02 3.43E+01
4 1.08E+02 3.32E+01
4 1.13E+02 3.22E+01
4 1.17E+02 3.12E+01
4 1.22E+02 3.03E+01
4 1.26E+02 2.94E+01
4 1.31E+02 2.85E+01
4 1.37E+02 2.77E+01
4 1.42E+02 2.69E+01
4 1.47E+02 2.61E+01
4 1.53E+02 2.54E+01
4 1.59E+02 2.47E+01
4 1.65E+02 2.40E+01
4 1.72E+02 2.34E+01
4 1.78E+02 2.27E+01
4 1.85E+02 2.21E+01
4 1.92E+02 2.15E+01
4 1.99E+02 2.10E+01
4 2.07E+02 2.04E+01
4 2.15E+02 1.99E+01
4 2.23E+02 1.94E+01
4 2.31E+02 1.89E+01
4 2.40E+02 1.85E+01
4 2.49E+02 1.80E+01
4 2.58E+02 1.76E+01
4 2.68E+02 1.72E+01
4 2.78E+02 1.68E+01
4 2.88E+02 1.64E+01
4 2.99E+02 1.61E+01
4 3.10E+02 1.57E+01
4 3.21E+02 1.54E+01
4 3.33E+02 1.51E+01
4 3.45E+02 1.48E+01
4 3.57E+02 1.45E+01
4 3.70E+02 1.42E+01
4 3.83E+02 1.39E+01
4 3.97E+02 1.36E+01
4 4.11E+02 1.34E+01
4 4.25E+02 1.32E+01
4 4.40E+02 1.29E+01
4 4.55E+02 1.27E+01
4 4.71E+02 1.25E+01
4 4.88E+02 1.23E+01
4 5.04E+02 1.21E+01
4 5.22E+02 1.19E+01
4 5.40E+02 1.17E+01
4 5.58E+02 1.15E+01
4 5.77E+02 1.14E+01
4 5.96E+02 1.12E+01
4 6.16E+02 1.11E+01
4 6.37E+02 1.09E+01
4 6.58E+02 1.08E+01
4 6.79E+02 1.06E+01
4 7.02E+02 1.05E+01
4 7.24E+02 1.04E+01
4 7.48E+02 1.02E+01
4 7.72E+02 1.01E+01
4 7.97E+02 1.00E+01
4 8.22E+02 9.91E+00
4 8.49E+02 9.81E+00
4 8.75E+02 9.71E+00
4 9.03E+02 9.61E+00
4 9.31E+02 9.53E+00
4 9.60E+02 9.44E+00
4 9.90E+02 9.36E+00
4 1.02E+03 9.28E+00
4 1.05E+03 9.21E+00
4 1.08E+03 9.13E+00
4 1.12E+03 9.07E+00
4 1.15E+03 9.00E+00
4 1.19E+03 8.94E+00
4 1.22E+03 8.88E+00
4 1.26E+03 8.82E+00
4 1.29E+03 8.77E+00
4 1.33E+03 8.71E+00
4 1.37E+03 8.66E+00
4 1.41E+03 8.62E+00
4 1.45E+03 8.57E+00
4 1.49E+03 8.53E+00
4 1.54E+03 8.49E+00
4 1.58E+03 8.45E+00
4 1.63E+03 8.41E+00
4 1.67E+03 8.38E+00
4 1.72E+03 8.34E+00
4 1.77E+03 8.31E+00
4 1.82E+03 8.28E+00
4 1.87E+03 8.25E+00
4 1.92E+03 8.22E+00
4 1.97E+03 8.20E+00
4 2.03E+03 8.17E+00
4 2.08E+03 8.15E+00
4 2.14E+03 8.13E+00
4 2.19E+03 8.11E+00
4 2.25E+03 8.09E+00
4 2.31E+03 8.07E+00
4 2.38E+03 8.05E+00
4 2.44E+03 8.03E+00
4 2.50E+03 8.02E+00
4 2.57E+03 8.00E+00
4 2.64E+03 7.99E+00
4 2.71E+03 7.98E+00
4 2.78E+03 7.96E+00
4 2.85E+03 7.95E+00
4 2.92E+03 7.94E+00
4 3.00E+03 7.93E+00
4 3.07E+03 7.92E+00
4 3.15E+03 7.91E+00
4 3.23E+03 7.90E+00
4 3.31E+03 7.90E+00
4 3.40E+03 7.89E+00
4 3.48E+03 7.88E+00
4 3.57E+03 7.88E+00
4 3.66E+03 7.87E+00
4 3.75E+03 7.87E+00
4 3.85E+03 7.86E+00
3 1.23E-02 3.01E+02
3 1.28E-02 3.07E+02
3 1.33E-02 3.13E+02
3 1.39E-02 3.18E+02
3 1.45E-02 3.24E+02
3 1.51E-02 3.30E+02
3 1.57E-02 3.37E+02
3 1.64E-02 3.43E+02
3 1.71E-02 3.49E+02
3 1.78E-02 3.56E+02
3 1.85E-02 3.62E+02
3 1.93E-02 3.69E+02
3 2.01E-02 3.76E+02
3 2.10E-02 3.83E+02
3 2.18E-02 3.90E+02
