D.Gy	Survival	Sur.min	Sur.max	Sur.Err Z beta zzbb LET Init.Energy
   112	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      2.543e-1   1542.23   1770.0    230.0
   113	   0.3    4.000e+1   2.80e+1   5.10e+1   1.20e+1   10.0      2.543e-1   1542.23   1770.0    230.0
   114	   0.62   1.890e+1   1.20e+1   2.47e+1   6.90e+0   10.0      2.543e-1   1542.23   1770.0    230.0
   115	   0.91   1.000e+1   0.75e+1   1.35e+1   2.50e+0   10.0      2.543e-1   1542.23   1770.0    230.0
   116	   1.22   0.530e+1   0.31e+1   0.72e+1   2.20e+0   10.0      2.543e-1   1542.23   1770.0    230.0
   117	   1.84   0.160e+1   0.10e+1   0.21e+1   0.60e+0   10.0      2.543e-1   1542.23   1770.0    230.0
   118	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      7.154e-1   195.33    300.0    400.0
   119	   0.5    6.300e+1   5.90e+1   6.77e+1   4.00e+0   10.0      7.154e-1   195.33    300.0    400.0
   120	   1.0    3.500e+1   3.20e+1   3.90e+1   3.00e+0   10.0      7.154e-1   195.33    300.0    400.0
   121	   2.0    1.540e+1   1.30e+1   1.80e+1   2.40e+0   10.0      7.154e-1   195.33    300.0    400.0
   122	   3.0    0.470e+1   0.37e+1   0.56e+1   1.00e+0   10.0      7.154e-1   195.33    300.0    400.0
   123	   4.0    0.160e+1   0.13e+1   0.18e+1   0.30e+0   10.0      7.154e-1   195.33    300.0    400.0
   124	   5.0    0.042e+1   0.03e+1   0.05e+1   0.14e+0   10.0      7.154e-1   195.33    300.0    400.0
   125	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      5.719e-1   305.68    440.0    400.0
   126	   0.98   2.860e+1   2.47e+1   3.27e+1   3.90e+0   10.0      5.719e-1   305.68    440.0    400.0
   127	   2.0    0.970e+1   0.71e+1   1.26e+1   2.60e+0   10.0      5.719e-1   305.68    440.0    400.0
   128	   3.0    0.310e+1   0.23e+1   0.36e+1   0.80e+0   10.0      5.719e-1   305.68    440.0    400.0
   129	   4.0    0.073e+1   0.06e+1   0.08e+1   0.10e+0   10.0      5.719e-1   305.68    440.0    400.0
   130	   4.9    0.017e+1   0.01e+1   0.02e+1   0.04e+0   10.0      5.719e-1   305.68    440.0    400.0
   131	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      4.873e-1   421.11    580.0    400.0
   132	   0.48   4.100e+1   3.70e+1   4.58e+1   4.00e+0   10.0      4.873e-1   421.11    580.0    400.0
   133	   0.98   1.990e+1   1.74e+1   2.24e+1   2.50e+0   10.0      4.873e-1   421.11    580.0    400.0
   134	   1.48   1.240e+1   1.01e+1   1.42e+1   2.30e+0   10.0      4.873e-1   421.11    580.0    400.0
   135	   1.97   0.587e+1   0.53e+1   0.65e+1   0.57e+0   10.0      4.873e-1   421.11    580.0    400.0
   136	   2.96   0.180e+1   0.15e+1   0.20e+1   0.30e+0   10.0      4.873e-1   421.11    580.0    400.0
   137	   3.96   0.037e+1   0.03e+1   0.04e+1   0.01e+0   10.0      4.873e-1   421.11    580.0    400.0
   138	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      4.135e-1   584.72    770.0    400.0
   139	   1.56   1.480e+1   1.33e+1   1.65e+1   1.50e+0   10.0      4.135e-1   584.72    770.0    400.0
   140	   2.34   0.526e+1   0.48e+1   0.59e+1   0.47e+0   10.0      4.135e-1   584.72    770.0    400.0
   141	   3.13   0.135e+1   0.08e+1   0.19e+1   0.47e+0   10.0      4.135e-1   584.72    770.0    400.0
   142	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      3.454e-1   837.87    1050.0    400.0
   143	   0.756  3.230e+1   2.53e+1   4.28e+1   7.00e+0   10.0      3.454e-1   837.87    1050.0    400.0
   144	   1.13   2.130e+1   1.69e+1   2.67e+1   4.40e+0   10.0      3.454e-1   837.87    1050.0    400.0
   145	   2.27   0.466e+1   0.35e+1   0.61e+1   1.16e+0   10.0      3.454e-1   837.87    1050.0    400.0
   146	   3.0    0.189e+1   0.12e+1   0.26e+1   0.64e+0   10.0      3.454e-1   837.87    1050.0    400.0
   147	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      3.092e-1   1045.44   1270.0    400.0
   148	   0.73   2.370e+1   1.88e+1   2.78e+1   4.90e+0   10.0      3.092e-1   1045.44   1270.0    400.0
   149	   1.0    1.380e+1   0.96e+1   1.70e+1   4.20e+0   10.0      3.092e-1   1045.44   1270.0    400.0
   150	   1.46   0.534e+1   0.41e+1   0.61e+1   1.24e+0   10.0      3.092e-1   1045.44   1270.0    400.0
   151	   2.2    0.165e+1   0.12e+1   0.19e+1   0.39e+0   10.0      3.092e-1   1045.44   1270.0    400.0
   152	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   153	   0.31   5.000e+1   4.00e+1   6.00e+1   1.00e+1   10.0      2.740e-1   1329.54   1560.0    400.0
   154	   0.67   2.300e+1   1.90e+1   2.47e+1   4.00e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   155	   1.0    1.650e+1   1.36e+1   1.74e+1   2.90e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   156	   1.36   0.737e+1   0.63e+1   0.78e+1   1.07e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   157	   2.0    0.255e+1   0.22e+1   0.27e+1   0.33e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   158	   2.71   0.083e+1   0.07e+1   0.09e+1   0.10e+0   10.0      2.740e-1   1329.54   1560.0    400.0
   159	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   10.0      2.485e-1   1614.38   1840.0    400.0
   160	   0.359  4.290e+1   3.60e+1   4.90e+1   6.90e+0   10.0      2.485e-1   1614.38   1840.0    400.0
   161	   0.719  1.540e+1   1.19e+1   1.90e+1   3.50e+0   10.0      2.485e-1   1614.38   1840.0    400.0
   162	   1.0    0.977e+1   0.97e+1   0.98e+1   0.70e+0   10.0      2.485e-1   1614.38   1840.0    400.0
   163	   1.43   0.436e+1   0.37e+1   0.50e+1   0.66e+0   10.0      2.485e-1   1614.38   1840.0    400.0
   164	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      7.446e-1   353.52    550.0    490.0
   165	   1.0    2.600e+1   2.44e+1   2.90e+1   1.60e+0   14.0      7.446e-1   353.52    550.0    490.0
   166	   1.5    1.450e+1   1.32e+1   1.57e+1   1.30e+0   14.0      7.446e-1   353.52    550.0    490.0
   167	   3.99   0.043e+1   0.04e+1   0.05e+1   0.04e+0   14.0      7.446e-1   353.52    550.0    490.0
   168	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      7.140e-1   384.40    590.0    490.0
   169	   0.5    4.940e+1   4.50e+1   5.49e+1   4.40e+0   14.0      7.140e-1   384.40    590.0    490.0
   170	   1.0    2.160e+1   1.97e+1   2.44e+1   1.90e+0   14.0      7.140e-1   384.40    590.0    490.0
   171	   1.5    1.220e+1   1.00e+1   1.39e+1   2.20e+0   14.0      7.140e-1   384.40    590.0    490.0
   172	   2.0    0.550e+1   0.45e+1   0.67e+1   1.00e+0   14.0      7.140e-1   384.40    590.0    490.0
   173	   3.0    0.177e+1   0.15e+1   0.20e+1   0.30e+0   14.0      7.140e-1   384.40    590.0    490.0
   174	   4.0    0.049e+1   0.03e+1   0.06e+1   0.13e+0   14.0      7.140e-1   384.40    590.0    490.0
   175	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      6.512e-1   462.10    690.0    490.0
   176	   0.4    6.110e+1   5.50e+1   6.70e+1   6.10e+0   14.0      6.512e-1   462.10    690.0    490.0
   177	   0.78   3.500e+1   3.40e+1   3.60e+1   1.00e+0   14.0      6.512e-1   462.10    690.0    490.0
   178	   1.18   2.000e+1   1.90e+1   2.10e+1   1.00e+0   14.0      6.512e-1   462.10    690.0    490.0
   179	   1.57   1.000e+1   0.90e+1   1.20e+1   1.00e+0   14.0      6.512e-1   462.10    690.0    490.0
   180	   2.38   0.280e+1   0.27e+1   0.29e+1   1.00e+0   14.0      6.512e-1   462.10    690.0    490.0
   181	   3.16   0.100e+1   0.10e+1   0.10e+1   0.10e+0   14.0      6.512e-1   462.10    690.0    490.0
   182	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      4.889e-1   819.67    1130.0    490.0
   183	   0.78   2.280e+1   2.10e+1   2.50e+1   1.80e+0   14.0      4.889e-1   819.67    1130.0    490.0
   184	   0.98   1.750e+1   1.60e+1   2.00e+1   1.50e+0   14.0      4.889e-1   819.67    1130.0    490.0
   185	   1.57   0.565e+1   0.50e+1   0.68e+1   0.65e+0   14.0      4.889e-1   819.67    1130.0    490.0
   186	   2.38   0.155e+1   0.14e+1   0.18e+1   0.15e+0   14.0      4.889e-1   819.67    1130.0    490.0
   187	   3.16   0.037e+1   0.03e+1   0.04e+1   0.02e+0   14.0      4.889e-1   819.67    1130.0    490.0
   188	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   189	   0.37   4.440e+1   4.60e+1   4.20e+1   4.00e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   190	   0.94   1.370e+1   1.20e+1   1.20e+1   1.70e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   191	   1.54   0.370e+1   0.37e+1   0.37e+1   0.40e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   192	   2.30   0.110e+1   0.10e+1   0.12e+1   0.20e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   193	   3.0    0.030e+1   0.03e+1   0.03e+1   0.10e+0   14.0      4.232e-1   1094.18   1450.0    490.0
   194	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      3.819e-1   1342.66   1730.0    490.0
   195	   0.94   1.340e+1   1.40e+1   1.20e+1   1.00e+0   14.0      3.819e-1   1342.66   1730.0    490.0
   196	   1.5    0.430e+1   0.38e+1   0.47e+1   0.50e+0   14.0      3.819e-1   1342.66   1730.0    490.0
   197	   2.26   0.130e+1   0.12e+1   0.14e+1   0.14e+0   14.0      3.819e-1   1342.66   1730.0    490.0
   198	   3.0    0.034e+1   0.03e+1   0.05e+1   0.10e+0   14.0      3.819e-1   1342.66   1730.0    490.0
   199	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   200	   0.33   4.620e+1   4.80e+1   4.40e+1   4.00e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   201	   0.747  1.820e+1   2.00e+1   1.60e+1   2.00e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   202	   1.1    1.000e+1   0.96e+1   0.11e+1   0.40e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   203	   1.46   0.470e+1   0.45e+1   0.49e+1   0.20e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   204	   2.21   0.175e+1   0.16e+1   0.19e+1   0.18e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   205	   2.93   0.040e+1   0.04e+1   0.04e+1   0.10e+0   14.0      3.374e-1   1718.83   2140.0    490.0
   206	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   26.0      7.213e-1   1298.87   2000.0    500.0
   207	   0.34   4.300e+1   3.53e+1   5.56e+1   7.70e+0   26.0      7.213e-1   1298.87   2000.0    500.0
   208	   0.796  1.500e+1   1.65e+1   1.35e+1   1.50e+0   26.0      7.213e-1   1298.87   2000.0    500.0
   209	   1.19   0.700e+1   0.62e+1   0.81e+1   0.80e+0   26.0      7.213e-1   1298.87   2000.0    500.0
   210	   1.6    0.290e+1   0.24e+1   0.33e+1   0.50e+0   26.0      7.213e-1   1298.87   2000.0    500.0
   211	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   26.0      6.184e-1   1767.23   2600.0    500.0
   212	   0.796  1.800e+1   2.00e+1   1.60e+1   2.00e+0   26.0      6.184e-1   1767.23   2600.0    500.0
   213	   1.19   0.880e+1   0.81e+1   1.00e+1   0.70e+0   26.0      6.184e-1   1767.23   2600.0    500.0
   214	   1.6    0.360e+1   0.32e+1   0.43e+1   0.40e+0   26.0      6.184e-1   1767.23   2600.0    500.0
   215	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   26.0      5.689e-1   2087.26   3000.0    500.0
   216	   1.19   1.100e+1   0.72e+1   1.48e+1   3.80e+0   26.0      5.689e-1   2087.26   3000.0    500.0
   217	   1.6    0.478e+1   0.46e+1   0.48e+1   0.19e+0   26.0      5.689e-1   2087.26   3000.0    500.0
   218	   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0   26.0      4.811e-1   2914.42   4000.0    500.0
   219	   0.796  2.330e+1   2.00e+1   2.70e+1   3.30e+0   26.0      4.811e-1   2914.42   4000.0    500.0
   220	   1.19   1.330e+1   1.26e+1   1.60e+1   0.70e+0   26.0      4.811e-1   2914.42   4000.0    500.0
   221	   1.6    0.600e+1   0.57e+1   0.71e+1   0.30e+0   26.0      4.811e-1   2914.42   4000.0    500.0
