***********************************
* dE/dx data from Fluka 2011.2b-3
* for PROTON (Z=1), 4-HELIUM (Z=2)
* and HEAVYION (Z>=3)
* for WATER, but with customized
* I-value (76.8 eV)
*
* SG, 2015-01-15
***********************************
Z E.MeV.u dE.dx.MeV.cm2.g
3 8.84E+00 4.49E+01
3 9.21E+00 4.35E+01
3 9.59E+00 4.21E+01
3 9.99E+00 4.07E+01
3 1.04E+01 3.94E+01
3 1.08E+01 3.81E+01
3 1.13E+01 3.69E+01
3 1.18E+01 3.57E+01
3 1.23E+01 3.46E+01
3 1.28E+01 3.34E+01
3 1.33E+01 3.24E+01
3 1.39E+01 3.13E+01
3 1.44E+01 3.03E+01
3 1.50E+01 2.93E+01
3 1.57E+01 2.84E+01
3 1.63E+01 2.74E+01
3 1.70E+01 2.65E+01
3 1.77E+01 2.57E+01
3 1.84E+01 2.48E+01
3 1.92E+01 2.40E+01
3 2.00E+01 2.33E+01
3 2.08E+01 2.25E+01
3 2.17E+01 2.18E+01
3 2.26E+01 2.11E+01
3 2.35E+01 2.04E+01
3 2.45E+01 1.97E+01
3 2.55E+01 1.91E+01
3 2.66E+01 1.85E+01
3 2.77E+01 1.79E+01
3 2.88E+01 1.73E+01
3 3.00E+01 1.67E+01
3 3.13E+01 1.62E+01
3 3.26E+01 1.57E+01
3 3.39E+01 1.52E+01
3 3.53E+01 1.47E+01
3 3.68E+01 1.42E+01
3 3.83E+01 1.38E+01
3 3.98E+01 1.33E+01
3 4.15E+01 1.29E+01
3 4.32E+01 1.25E+01
3 4.50E+01 1.21E+01
3 4.68E+01 1.17E+01
3 4.87E+01 1.13E+01
3 5.07E+01 1.09E+01
3 5.28E+01 1.06E+01
3 5.49E+01 1.02E+01
3 5.72E+01 9.85E+00
3 5.95E+01 9.52E+00
3 6.19E+01 9.20E+00
3 6.45E+01 8.90E+00
3 6.71E+01 8.60E+00
3 6.98E+01 8.32E+00
3 7.26E+01 8.04E+00
3 7.55E+01 7.78E+00
3 7.86E+01 7.53E+00
3 8.18E+01 7.28E+00
3 8.51E+01 7.05E+00
3 8.85E+01 6.82E+00
3 9.20E+01 6.61E+00
3 9.57E+01 6.40E+00
3 9.95E+01 6.20E+00
3 1.04E+02 6.01E+00
3 1.08E+02 5.82E+00
3 1.12E+02 5.64E+00
3 1.16E+02 5.47E+00
3 1.21E+02 5.31E+00
3 1.26E+02 5.15E+00
3 1.31E+02 5.00E+00
3 1.36E+02 4.85E+00
3 1.41E+02 4.71E+00
3 1.47E+02 4.58E+00
3 1.52E+02 4.45E+00
3 1.58E+02 4.32E+00
3 1.65E+02 4.20E+00
3 1.71E+02 4.09E+00
3 1.78E+02 3.98E+00
3 1.84E+02 3.87E+00
3 1.91E+02 3.77E+00
3 1.99E+02 3.67E+00
3 2.06E+02 3.57E+00
3 2.14E+02 3.48E+00
3 2.22E+02 3.39E+00
3 2.31E+02 3.31E+00
3 2.39E+02 3.23E+00
3 2.48E+02 3.15E+00
3 2.58E+02 3.08E+00
3 2.67E+02 3.00E+00
3 2.77E+02 2.93E+00
3 2.88E+02 2.87E+00
3 2.98E+02 2.80E+00
3 3.09E+02 2.74E+00
3 3.20E+02 2.68E+00
3 3.32E+02 2.63E+00
3 3.44E+02 2.57E+00
3 3.57E+02 2.52E+00
3 3.70E+02 2.47E+00
3 3.83E+02 2.42E+00
3 3.96E+02 2.38E+00
3 4.11E+02 2.33E+00
3 4.25E+02 2.29E+00
3 4.40E+02 2.25E+00
3 4.55E+02 2.21E+00
3 4.71E+02 2.18E+00
3 4.88E+02 2.14E+00
3 5.05E+02 2.11E+00
3 5.22E+02 2.07E+00
3 5.40E+02 2.04E+00
3 5.58E+02 2.01E+00
3 5.77E+02 1.98E+00
3 5.97E+02 1.95E+00
3 6.17E+02 1.93E+00
3 6.37E+02 1.90E+00
3 6.59E+02 1.88E+00
3 6.80E+02 1.85E+00
3 7.03E+02 1.83E+00
3 7.26E+02 1.81E+00
3 7.49E+02 1.79E+00
3 7.74E+02 1.77E+00
3 7.99E+02 1.75E+00
3 8.24E+02 1.73E+00
3 8.51E+02 1.72E+00
3 8.78E+02 1.70E+00
3 9.05E+02 1.68E+00
3 9.34E+02 1.67E+00
3 9.63E+02 1.65E+00
3 9.93E+02 1.64E+00
3 1.02E+03 1.63E+00
3 1.06E+03 1.61E+00
3 1.09E+03 1.60E+00
3 1.12E+03 1.59E+00
3 1.15E+03 1.58E+00
3 1.19E+03 1.56E+00
3 1.23E+03 1.55E+00
3 1.26E+03 1.54E+00
3 1.30E+03 1.53E+00
3 1.34E+03 1.52E+00
3 1.38E+03 1.51E+00
3 1.42E+03 1.51E+00
3 1.46E+03 1.50E+00
3 1.50E+03 1.49E+00
3 1.54E+03 1.48E+00
3 1.59E+03 1.48E+00
3 1.63E+03 1.47E+00
3 1.68E+03 1.46E+00
3 1.73E+03 1.46E+00
3 1.78E+03 1.45E+00
3 1.83E+03 1.44E+00
3 1.88E+03 1.44E+00
3 1.93E+03 1.43E+00
3 1.98E+03 1.43E+00
3 2.04E+03 1.42E+00
3 2.09E+03 1.42E+00
3 2.15E+03 1.42E+00
3 2.21E+03 1.41E+00
3 2.27E+03 1.41E+00
3 2.33E+03 1.40E+00
3 2.39E+03 1.40E+00
3 2.45E+03 1.40E+00
3 2.52E+03 1.40E+00
3 2.59E+03 1.39E+00
3 2.65E+03 1.39E+00
3 2.72E+03 1.39E+00
3 2.79E+03 1.39E+00
3 2.87E+03 1.38E+00
3 2.94E+03 1.38E+00
3 3.02E+03 1.38E+00
3 3.09E+03 1.38E+00
3 3.17E+03 1.38E+00
3 3.25E+03 1.37E+00
3 3.34E+03 1.37E+00
3 3.42E+03 1.37E+00
3 3.51E+03 1.37E+00
3 3.60E+03 1.37E+00
3 3.69E+03 1.37E+00
3 3.78E+03 1.37E+00
3 3.87E+03 1.36E+00
3 3.97E+03 1.36E+00
3 4.07E+03 1.36E+00
4 1.23E-02 1.40E+02
4 1.28E-02 1.43E+02
4 1.33E-02 1.47E+02
4 1.39E-02 1.50E+02
4 1.44E-02 1.54E+02
4 1.50E-02 1.58E+02
4 1.57E-02 1.61E+02
4 1.63E-02 1.65E+02
4 1.70E-02 1.70E+02
4 1.77E-02 1.74E+02
4 1.85E-02 1.78E+02
4 1.92E-02 1.82E+02
4 2.00E-02 1.87E+02
4 2.09E-02 1.92E+02
4 2.18E-02 1.96E+02
4 2.27E-02 2.01E+02
4 2.36E-02 2.06E+02
4 2.46E-02 2.12E+02
4 2.56E-02 2.17E+02
4 2.67E-02 2.22E+02
4 2.78E-02 2.28E+02
4 2.90E-02 2.34E+02
4 3.02E-02 2.40E+02
4 3.15E-02 2.46E+02
4 3.28E-02 2.52E+02
4 3.41E-02 2.58E+02
4 3.56E-02 2.65E+02
4 3.71E-02 2.72E+02
4 3.86E-02 2.78E+02
4 4.02E-02 2.85E+02
4 4.19E-02 2.93E+02
4 4.37E-02 3.00E+02
4 4.55E-02 3.07E+02
4 4.74E-02 3.15E+02
4 4.94E-02 3.22E+02
4 5.15E-02 3.30E+02
4 5.36E-02 3.38E+02
4 5.58E-02 3.46E+02
4 5.82E-02 3.54E+02
4 6.06E-02 3.63E+02
4 6.32E-02 3.71E+02
4 6.58E-02 3.80E+02
4 6.86E-02 3.88E+02
4 7.14E-02 3.97E+02
4 7.44E-02 4.05E+02
4 7.75E-02 4.14E+02
4 8.08E-02 4.23E+02
4 8.41E-02 4.31E+02
4 8.77E-02 4.40E+02
4 9.13E-02 4.48E+02
4 9.52E-02 4.56E+02
4 9.91E-02 4.65E+02
4 1.03E-01 4.73E+02
4 1.08E-01 4.81E+02
4 1.12E-01 4.88E+02
4 1.17E-01 4.96E+02
4 1.22E-01 5.03E+02
4 1.27E-01 5.10E+02
4 1.32E-01 5.16E+02
4 1.38E-01 5.22E+02
4 1.43E-01 5.28E+02
4 1.49E-01 5.33E+02
4 1.56E-01 5.38E+02
4 1.62E-01 5.42E+02
4 1.69E-01 5.46E+02
4 1.76E-01 5.50E+02
4 1.83E-01 5.52E+02
4 1.91E-01 5.54E+02
4 1.99E-01 5.56E+02
4 2.07E-01 5.57E+02
4 2.16E-01 5.58E+02
4 2.25E-01 5.58E+02
4 2.35E-01 5.57E+02
4 2.44E-01 5.56E+02
4 2.55E-01 5.54E+02
4 2.65E-01 5.52E+02
4 2.76E-01 5.49E+02
4 2.88E-01 5.46E+02
4 3.00E-01 5.40E+02
4 3.12E-01 5.35E+02
4 3.26E-01 5.29E+02
4 3.39E-01 5.24E+02
4 3.53E-01 5.18E+02
4 3.68E-01 5.12E+02
4 3.84E-01 5.06E+02
4 4.00E-01 4.99E+02
4 4.16E-01 4.93E+02
4 4.34E-01 4.87E+02
4 4.52E-01 4.79E+02
4 4.71E-01 4.71E+02
4 4.90E-01 4.63E+02
4 5.11E-01 4.56E+02
4 5.32E-01 4.48E+02
4 5.55E-01 4.41E+02
4 5.78E-01 4.33E+02
4 6.02E-01 4.26E+02
4 6.27E-01 4.19E+02
4 6.53E-01 4.12E+02
4 6.81E-01 4.05E+02
4 7.09E-01 3.98E+02
4 7.39E-01 3.91E+02
4 7.70E-01 3.84E+02
4 8.02E-01 3.77E+02
4 8.36E-01 3.70E+02
4 8.71E-01 3.63E+02
4 9.07E-01 3.56E+02
4 9.45E-01 3.50E+02
4 9.84E-01 3.43E+02
4 1.03E+00 3.36E+02
4 1.07E+00 3.30E+02
4 1.11E+00 3.23E+02
4 1.16E+00 3.16E+02
4 1.21E+00 3.10E+02
4 1.26E+00 3.03E+02
4 1.31E+00 2.97E+02
4 1.37E+00 2.90E+02
4 1.42E+00 2.84E+02
4 1.48E+00 2.78E+02
4 1.55E+00 2.72E+02
4 1.61E+00 2.66E+02
4 1.68E+00 2.60E+02
4 1.75E+00 2.54E+02
4 1.82E+00 2.48E+02
4 1.90E+00 2.42E+02
4 1.98E+00 2.36E+02
4 2.06E+00 2.29E+02
4 2.14E+00 2.23E+02
4 2.23E+00 2.17E+02
4 2.33E+00 2.11E+02
4 2.42E+00 2.05E+02
4 2.53E+00 2.00E+02
4 2.63E+00 1.95E+02
4 2.74E+00 1.89E+02
4 2.86E+00 1.84E+02
4 2.98E+00 1.79E+02
4 3.10E+00 1.74E+02
4 3.23E+00 1.69E+02
4 3.36E+00 1.65E+02
4 3.50E+00 1.60E+02
4 3.65E+00 1.55E+02
4 3.80E+00 1.51E+02
4 3.96E+00 1.46E+02
4 4.13E+00 1.42E+02
4 4.30E+00 1.38E+02
4 4.48E+00 1.34E+02
4 4.67E+00 1.30E+02
4 4.86E+00 1.26E+02
4 5.06E+00 1.22E+02
4 5.28E+00 1.18E+02
4 5.50E+00 1.15E+02
4 5.72E+00 1.11E+02
4 5.96E+00 1.08E+02
4 6.21E+00 1.05E+02
4 6.47E+00 1.01E+02
4 6.74E+00 9.81E+01
4 7.02E+00 9.50E+01
4 7.32E+00 9.21E+01
4 7.62E+00 8.92E+01
4 7.94E+00 8.64E+01
4 8.27E+00 8.37E+01
4 8.61E+00 8.10E+01
4 8.97E+00 7.84E+01
4 9.34E+00 7.60E+01
4 9.73E+00 7.35E+01
4 1.01E+01 7.12E+01
4 1.06E+01 6.89E+01
4 1.10E+01 6.67E+01
4 1.15E+01 6.46E+01
4 1.19E+01 6.25E+01
4 1.24E+01 6.05E+01
4 1.30E+01 5.86E+01
4 1.35E+01 5.67E+01
4 1.41E+01 5.48E+01
4 1.46E+01 5.31E+01
4 1.52E+01 5.14E+01
4 1.59E+01 4.97E+01
4 1.65E+01 4.81E+01
4 1.72E+01 4.66E+01
4 1.79E+01 4.51E+01
4 1.87E+01 4.36E+01
4 1.94E+01 4.22E+01
4 2.03E+01 4.08E+01
4 2.11E+01 3.95E+01
4 2.20E+01 3.82E+01
4 2.29E+01 3.70E+01
4 2.38E+01 3.58E+01
4 2.48E+01 3.47E+01
4 2.58E+01 3.36E+01
4 2.69E+01 3.25E+01
4 2.80E+01 3.14E+01
4 2.92E+01 3.04E+01
4 3.04E+01 2.95E+01
4 3.16E+01 2.85E+01
4 3.29E+01 2.76E+01
4 3.43E+01 2.67E+01
4 3.57E+01 2.59E+01
4 3.71E+01 2.51E+01
4 3.86E+01 2.43E+01
4 4.02E+01 2.35E+01
4 4.19E+01 2.28E+01
4 4.36E+01 2.21E+01
4 4.54E+01 2.13E+01
4 4.72E+01 2.06E+01
4 4.91E+01 1.99E+01
4 5.12E+01 1.92E+01
4 5.32E+01 1.86E+01
4 5.54E+01 1.80E+01
4 5.77E+01 1.74E+01
4 6.00E+01 1.68E+01
4 6.24E+01 1.62E+01
4 6.49E+01 1.57E+01
4 6.76E+01 1.52E+01
4 7.03E+01 1.47E+01
4 7.31E+01 1.42E+01
4 7.61E+01 1.37E+01
4 7.91E+01 1.33E+01
4 8.23E+01 1.29E+01
4 8.56E+01 1.25E+01
4 8.90E+01 1.21E+01
4 9.26E+01 1.17E+01
4 9.63E+01 1.13E+01
4 1.00E+02 1.10E+01
4 1.04E+02 1.06E+01
4 1.08E+02 1.03E+01
4 1.13E+02 9.98E+00
4 1.17E+02 9.68E+00
4 1.22E+02 9.39E+00
4 1.26E+02 9.11E+00
4 1.31E+02 8.85E+00
4 1.37E+02 8.59E+00
4 1.42E+02 8.34E+00
4 1.47E+02 8.10E+00
4 1.53E+02 7.87E+00
4 1.59E+02 7.65E+00
4 1.65E+02 7.44E+00
4 1.72E+02 7.24E+00
4 1.78E+02 7.04E+00
4 1.85E+02 6.86E+00
4 1.92E+02 6.67E+00
4 1.99E+02 6.50E+00
4 2.07E+02 6.33E+00
4 2.15E+02 6.17E+00
4 2.23E+02 6.02E+00
4 2.31E+02 5.87E+00
4 2.40E+02 5.73E+00
4 2.49E+02 5.59E+00
4 2.58E+02 5.46E+00
4 2.68E+02 5.33E+00
4 2.78E+02 5.21E+00
4 2.88E+02 5.09E+00
4 2.99E+02 4.98E+00
4 3.10E+02 4.87E+00
4 3.21E+02 4.77E+00
4 3.33E+02 4.67E+00
4 3.45E+02 4.57E+00
4 3.57E+02 4.48E+00
4 3.70E+02 4.39E+00
4 3.83E+02 4.31E+00
4 3.97E+02 4.23E+00
4 4.11E+02 4.15E+00
4 4.25E+02 4.07E+00
4 4.40E+02 4.00E+00
4 4.55E+02 3.93E+00
4 4.71E+02 3.87E+00
4 4.88E+02 3.80E+00
4 5.04E+02 3.74E+00
4 5.22E+02 3.69E+00
4 5.40E+02 3.63E+00
4 5.58E+02 3.58E+00
4 5.77E+02 3.53E+00
4 5.96E+02 3.48E+00
4 6.16E+02 3.43E+00
4 6.37E+02 3.38E+00
4 6.58E+02 3.34E+00
4 6.79E+02 3.30E+00
4 7.02E+02 3.26E+00
4 7.24E+02 3.22E+00
4 7.48E+02 3.19E+00
4 7.72E+02 3.15E+00
4 7.97E+02 3.12E+00
4 8.22E+02 3.09E+00
4 8.49E+02 3.06E+00
4 8.75E+02 3.03E+00
4 9.03E+02 3.00E+00
4 9.31E+02 2.97E+00
4 9.60E+02 2.95E+00
4 9.90E+02 2.92E+00
4 1.02E+03 2.89E+00
4 1.05E+03 2.87E+00
4 1.08E+03 2.85E+00
4 1.12E+03 2.83E+00
4 1.15E+03 2.80E+00
4 1.19E+03 2.78E+00
4 1.22E+03 2.77E+00
4 1.26E+03 2.75E+00
4 1.29E+03 2.73E+00
4 1.33E+03 2.71E+00
4 1.37E+03 2.70E+00
4 1.41E+03 2.68E+00
4 1.45E+03 2.67E+00
4 1.49E+03 2.65E+00
4 1.54E+03 2.64E+00
4 1.58E+03 2.63E+00
4 1.63E+03 2.61E+00
4 1.67E+03 2.60E+00
4 1.72E+03 2.59E+00
4 1.77E+03 2.58E+00
4 1.82E+03 2.57E+00
4 1.87E+03 2.56E+00
4 1.92E+03 2.55E+00
4 1.97E+03 2.54E+00
4 2.03E+03 2.54E+00
4 2.08E+03 2.53E+00
4 2.14E+03 2.52E+00
4 2.19E+03 2.51E+00
4 2.25E+03 2.51E+00
4 2.31E+03 2.50E+00
4 2.38E+03 2.50E+00
4 2.44E+03 2.49E+00
4 2.50E+03 2.48E+00
4 2.57E+03 2.48E+00
4 2.64E+03 2.47E+00
4 2.71E+03 2.47E+00
4 2.78E+03 2.47E+00
4 2.85E+03 2.46E+00
4 2.92E+03 2.46E+00
4 3.00E+03 2.45E+00
4 3.07E+03 2.45E+00
4 3.15E+03 2.45E+00
4 3.23E+03 2.45E+00
4 3.31E+03 2.44E+00
4 3.40E+03 2.44E+00
4 3.48E+03 2.44E+00
4 3.57E+03 2.44E+00
4 3.66E+03 2.43E+00
4 3.75E+03 2.43E+00
4 3.85E+03 2.43E+00
5 1.23E-02 1.68E+02
5 1.28E-02 1.72E+02
5 1.33E-02 1.76E+02
5 1.39E-02 1.81E+02
5 1.45E-02 1.85E+02
5 1.51E-02 1.90E+02
5 1.57E-02 1.95E+02
5 1.63E-02 2.00E+02
5 1.70E-02 2.05E+02
5 1.77E-02 2.10E+02
5 1.85E-02 2.15E+02
5 1.93E-02 2.21E+02
5 2.01E-02 2.27E+02
5 2.09E-02 2.32E+02
5 2.18E-02 2.38E+02
5 2.27E-02 2.45E+02
5 2.37E-02 2.51E+02
5 2.46E-02 2.58E+02
5 2.57E-02 2.65E+02
5 2.68E-02 2.71E+02
5 2.79E-02 2.79E+02
5 2.90E-02 2.86E+02
5 3.03E-02 2.94E+02
5 3.15E-02 3.01E+02
5 3.28E-02 3.09E+02
5 3.42E-02 3.18E+02
5 3.57E-02 3.26E+02
5 3.72E-02 3.35E+02
5 3.87E-02 3.43E+02
5 4.03E-02 3.52E+02
5 4.20E-02 3.62E+02
5 4.38E-02 3.71E+02
5 4.56E-02 3.81E+02
5 4.75E-02 3.91E+02
5 4.95E-02 4.01E+02
5 5.16E-02 4.11E+02
5 5.38E-02 4.22E+02
5 5.60E-02 4.32E+02
5 5.84E-02 4.43E+02
5 6.08E-02 4.54E+02
5 6.34E-02 4.65E+02
5 6.60E-02 4.76E+02
5 6.88E-02 4.88E+02
5 7.17E-02 4.99E+02
5 7.47E-02 5.11E+02
5 7.78E-02 5.23E+02
5 8.11E-02 5.34E+02
5 8.45E-02 5.46E+02
5 8.80E-02 5.57E+02
5 9.17E-02 5.69E+02
5 9.55E-02 5.80E+02
5 9.95E-02 5.92E+02
5 1.04E-01 6.03E+02
5 1.08E-01 6.14E+02
5 1.13E-01 6.25E+02
5 1.17E-01 6.35E+02
5 1.22E-01 6.45E+02
5 1.27E-01 6.55E+02
5 1.33E-01 6.64E+02
5 1.38E-01 6.73E+02
5 1.44E-01 6.82E+02
5 1.50E-01 6.90E+02
5 1.56E-01 6.97E+02
5 1.63E-01 7.04E+02
5 1.70E-01 7.10E+02
5 1.77E-01 7.15E+02
5 1.84E-01 7.20E+02
5 1.92E-01 7.24E+02
5 2.00E-01 7.27E+02
5 2.08E-01 7.30E+02
5 2.17E-01 7.32E+02
5 2.26E-01 7.33E+02
5 2.36E-01 7.34E+02
5 2.46E-01 7.33E+02
5 2.56E-01 7.32E+02
5 2.67E-01 7.31E+02
5 2.78E-01 7.28E+02
5 2.90E-01 7.26E+02
5 3.02E-01 7.20E+02
5 3.14E-01 7.14E+02
5 3.27E-01 7.08E+02
5 3.41E-01 7.02E+02
5 3.55E-01 6.96E+02
5 3.70E-01 6.89E+02
5 3.86E-01 6.82E+02
5 4.02E-01 6.76E+02
5 4.19E-01 6.69E+02
5 4.36E-01 6.61E+02
5 4.55E-01 6.52E+02
5 4.74E-01 6.43E+02
5 4.94E-01 6.34E+02
5 5.14E-01 6.25E+02
5 5.36E-01 6.17E+02
5 5.58E-01 6.08E+02
5 5.82E-01 5.99E+02
5 6.06E-01 5.91E+02
5 6.32E-01 5.82E+02
5 6.58E-01 5.74E+02
5 6.86E-01 5.66E+02
5 7.14E-01 5.57E+02
5 7.44E-01 5.49E+02
5 7.75E-01 5.41E+02
5 8.08E-01 5.33E+02
5 8.42E-01 5.25E+02
5 8.77E-01 5.17E+02
5 9.14E-01 5.09E+02
5 9.52E-01 5.01E+02
5 9.92E-01 4.93E+02
5 1.03E+00 4.84E+02
5 1.08E+00 4.76E+02
5 1.12E+00 4.68E+02
5 1.17E+00 4.59E+02
5 1.22E+00 4.51E+02
5 1.27E+00 4.42E+02
5 1.32E+00 4.33E+02
5 1.38E+00 4.25E+02
5 1.44E+00 4.17E+02
5 1.50E+00 4.09E+02
5 1.56E+00 4.01E+02
5 1.62E+00 3.93E+02
5 1.69E+00 3.85E+02
5 1.76E+00 3.77E+02
5 1.84E+00 3.69E+02
5 1.91E+00 3.61E+02
5 1.99E+00 3.53E+02
5 2.08E+00 3.45E+02
5 2.16E+00 3.36E+02
5 2.25E+00 3.29E+02
5 2.35E+00 3.20E+02
5 2.45E+00 3.12E+02
5 2.55E+00 3.03E+02
5 2.66E+00 2.95E+02
5 2.77E+00 2.88E+02
5 2.88E+00 2.80E+02
5 3.00E+00 2.72E+02
5 3.13E+00 2.65E+02
5 3.26E+00 2.58E+02
5 3.40E+00 2.51E+02
5 3.54E+00 2.44E+02
5 3.69E+00 2.37E+02
5 3.84E+00 2.30E+02
5 4.00E+00 2.24E+02
5 4.17E+00 2.17E+02
5 4.34E+00 2.11E+02
5 4.52E+00 2.04E+02
5 4.71E+00 1.98E+02
5 4.91E+00 1.93E+02
5 5.12E+00 1.87E+02
5 5.33E+00 1.81E+02
5 5.55E+00 1.76E+02
5 5.78E+00 1.70E+02
5 6.03E+00 1.65E+02
5 6.28E+00 1.60E+02
5 6.54E+00 1.55E+02
5 6.81E+00 1.51E+02
5 7.10E+00 1.46E+02
5 7.39E+00 1.42E+02
5 7.70E+00 1.37E+02
5 8.02E+00 1.33E+02
5 8.36E+00 1.29E+02
5 8.71E+00 1.25E+02
5 9.07E+00 1.21E+02
5 9.45E+00 1.17E+02
5 9.84E+00 1.13E+02
5 1.03E+01 1.10E+02
5 1.07E+01 1.06E+02
5 1.11E+01 1.03E+02
5 1.16E+01 9.96E+01
5 1.21E+01 9.64E+01
5 1.26E+01 9.33E+01
5 1.31E+01 9.04E+01
5 1.36E+01 8.75E+01
5 1.42E+01 8.47E+01
5 1.48E+01 8.20E+01
5 1.54E+01 7.93E+01
5 1.61E+01 7.68E+01
5 1.67E+01 7.43E+01
5 1.74E+01 7.19E+01
5 1.81E+01 6.96E+01
5 1.89E+01 6.74E+01
5 1.97E+01 6.52E+01
5 2.05E+01 6.31E+01
5 2.13E+01 6.11E+01
5 2.22E+01 5.91E+01
5 2.32E+01 5.72E+01
5 2.41E+01 5.54E+01
5 2.51E+01 5.36E+01
5 2.61E+01 5.19E+01
5 2.72E+01 5.02E+01
5 2.84E+01 4.86E+01
5 2.95E+01 4.71E+01
5 3.07E+01 4.56E+01
5 3.20E+01 4.41E+01
5 3.33E+01 4.27E+01
5 3.47E+01 4.13E+01
5 3.61E+01 4.00E+01
5 3.76E+01 3.88E+01
5 3.92E+01 3.75E+01
5 4.08E+01 3.64E+01
5 4.24E+01 3.52E+01
5 4.42E+01 3.41E+01
5 4.60E+01 3.30E+01
5 4.79E+01 3.18E+01
5 4.98E+01 3.08E+01
5 5.18E+01 2.97E+01
5 5.40E+01 2.87E+01
5 5.62E+01 2.78E+01
5 5.84E+01 2.68E+01
5 6.08E+01 2.59E+01
5 6.33E+01 2.51E+01
5 6.58E+01 2.43E+01
5 6.85E+01 2.35E+01
5 7.13E+01 2.27E+01
5 7.42E+01 2.19E+01
5 7.72E+01 2.12E+01
5 8.03E+01 2.05E+01
5 8.35E+01 1.99E+01
5 8.68E+01 1.92E+01
5 9.03E+01 1.86E+01
5 9.39E+01 1.80E+01
5 9.77E+01 1.75E+01
5 1.02E+02 1.69E+01
5 1.06E+02 1.64E+01
5 1.10E+02 1.59E+01
5 1.14E+02 1.54E+01
5 1.19E+02 1.50E+01
5 1.23E+02 1.45E+01
5 1.28E+02 1.41E+01
5 1.33E+02 1.37E+01
5 1.39E+02 1.33E+01
5 1.44E+02 1.29E+01
5 1.50E+02 1.25E+01
5 1.55E+02 1.22E+01
5 1.61E+02 1.18E+01
5 1.68E+02 1.15E+01
5 1.74E+02 1.12E+01
5 1.81E+02 1.09E+01
5 1.88E+02 1.06E+01
5 1.95E+02 1.03E+01
5 2.02E+02 1.01E+01
5 2.10E+02 9.81E+00
5 2.18E+02 9.56E+00
5 2.26E+02 9.32E+00
5 2.35E+02 9.09E+00
5 2.44E+02 8.87E+00
5 2.53E+02 8.66E+00
5 2.62E+02 8.46E+00
5 2.72E+02 8.26E+00
5 2.82E+02 8.07E+00
5 2.92E+02 7.89E+00
5 3.03E+02 7.72E+00
5 3.14E+02 7.55E+00
5 3.26E+02 7.40E+00
5 3.38E+02 7.24E+00
5 3.50E+02 7.09E+00
5 3.62E+02 6.95E+00
5 3.75E+02 6.82E+00
5 3.89E+02 6.69E+00
5 4.03E+02 6.56E+00
5 4.17E+02 6.44E+00
5 4.31E+02 6.33E+00
5 4.47E+02 6.22E+00
5 4.62E+02 6.11E+00
5 4.78E+02 6.01E+00
5 4.95E+02 5.91E+00
5 5.12E+02 5.82E+00
5 5.29E+02 5.73E+00
5 5.48E+02 5.64E+00
5 5.66E+02 5.56E+00
5 5.85E+02 5.48E+00
5 6.05E+02 5.41E+00
5 6.25E+02 5.33E+00
5 6.46E+02 5.26E+00
5 6.67E+02 5.20E+00
5 6.89E+02 5.13E+00
5 7.12E+02 5.07E+00
5 7.35E+02 5.01E+00
5 7.59E+02 4.96E+00
5 7.83E+02 4.91E+00
5 8.09E+02 4.86E+00
5 8.34E+02 4.81E+00
5 8.61E+02 4.76E+00
5 8.88E+02 4.72E+00
5 9.16E+02 4.67E+00
5 9.45E+02 4.63E+00
5 9.74E+02 4.59E+00
5 1.00E+03 4.55E+00
5 1.04E+03 4.51E+00
5 1.07E+03 4.47E+00
5 1.10E+03 4.44E+00
5 1.13E+03 4.41E+00
5 1.17E+03 4.37E+00
5 1.20E+03 4.34E+00
5 1.24E+03 4.31E+00
5 1.28E+03 4.28E+00
5 1.31E+03 4.26E+00
5 1.35E+03 4.23E+00
5 1.39E+03 4.21E+00
5 1.43E+03 4.18E+00
5 1.47E+03 4.16E+00
5 1.52E+03 4.14E+00
5 1.56E+03 4.12E+00
5 1.60E+03 4.10E+00
5 1.65E+03 4.08E+00
5 1.70E+03 4.06E+00
5 1.74E+03 4.05E+00
5 1.79E+03 4.03E+00
5 1.84E+03 4.02E+00
5 1.89E+03 4.00E+00
5 1.95E+03 3.99E+00
5 2.00E+03 3.97E+00
5 2.05E+03 3.96E+00
5 2.11E+03 3.95E+00
5 2.17E+03 3.94E+00
5 2.23E+03 3.93E+00
5 2.29E+03 3.92E+00
5 2.35E+03 3.91E+00
5 2.41E+03 3.90E+00
5 2.47E+03 3.89E+00
5 2.54E+03 3.88E+00
5 2.61E+03 3.88E+00
5 2.67E+03 3.87E+00
5 2.74E+03 3.86E+00
5 2.81E+03 3.85E+00
5 2.89E+03 3.85E+00
5 2.96E+03 3.84E+00
5 3.04E+03 3.84E+00
5 3.12E+03 3.83E+00
5 3.20E+03 3.83E+00
5 3.28E+03 3.82E+00
5 3.36E+03 3.82E+00
5 3.45E+03 3.82E+00
5 3.53E+03 3.81E+00
5 3.62E+03 3.81E+00
5 3.71E+03 3.81E+00
5 3.80E+03 3.80E+00
6 1.22E-02 1.93E+02
6 1.28E-02 1.98E+02
6 1.33E-02 2.03E+02
6 1.39E-02 2.08E+02
6 1.44E-02 2.13E+02
6 1.50E-02 2.19E+02
6 1.57E-02 2.25E+02
6 1.63E-02 2.30E+02
6 1.70E-02 2.36E+02
6 1.77E-02 2.43E+02
6 1.85E-02 2.49E+02
6 1.92E-02 2.56E+02
6 2.00E-02 2.62E+02
6 2.09E-02 2.69E+02
6 2.18E-02 2.77E+02
